atlantis_pred_group,predator_stage,atlantis_prey_group,taxa_prey,prey,data,value,proportion,index,location,year,author,publication_yr,variable,predator_size,size_units,sample_source,file_name,full_file_name,predator_name,predator_taxa,latitude,longitude
MRO,adult,HE,Herring,Herring,Table5_1974-1976_August,15,0.12605042016806722,12,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Black rockfish,Sebastes melanops,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table5_1974-1976_September,4,0.10526315789473684,13,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Black rockfish,Sebastes melanops,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table5_1974-1976_October,0,0,15,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Black rockfish,Sebastes melanops,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table5_1974-1976_November,0,0,16,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Black rockfish,Sebastes melanops,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table5_1974-1976_December,0,0,18,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Black rockfish,Sebastes melanops,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976,7,0.058823529411764705,12,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ January,0,0,1,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ Febraury,0,0,2,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ March,0,0,3,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ Abril,0,0,4,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ May,0,0,5,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ June,0,0,6,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ July,0,0,7,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ August,28,0.10181818181818182,8,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ September,0,0,9,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ October,0,0,10,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ November,0,0,11,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
MRO,adult,HE,Herring,Herring,Table6_1974-1976_ December,0,0,12,Puget Sound,1974,Washington,1978,freq_occurrence,NA,"NA",stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Yellowtail rockfish,Sebastes flavidus,47.609027777777776,-122.4418888888889
CI,juvenile,HE,Herring,Herring,Table_4_%_Biomass_Feb_CPS,21,0.19811320754716982,7,Central Puget Sound,1979,Fresh,1981,per_biomass,298,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Chinook salmon,Oncorhynchus tshawytscha,47.72577777777778,-122.54558333333333
CI,juvenile,HE,Herring,Herring,Table_4_%_Biomass_Feb_SPS,71,0.4152046783625731,8,South Puget Sound,1979,Fresh,1981,per_biomass,281,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Chinook salmon,Oncorhynchus tshawytscha,47.13630555555555,-122.69266666666667
CI,juvenile,HE,Herring,Herring,Table_4_%_Biomass_May_CPS,82,0.4659090909090909,9,Central Puget Sound,1979,Fresh,1981,per_biomass,315,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Chinook salmon,Oncorhynchus tshawytscha,47.72577777777778,-122.54558333333333
CI,adult,HE,Herring,Herring,Table_4_%_Biomass_May_SPS,52,0.37142857142857144,10,South Puget Sound,1979,Fresh,1981,per_biomass,272,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Chinook salmon,Oncorhynchus tshawytscha,47.13630555555555,-122.69266666666667
CO,adult,HE,Herring,Herring,Table_6_%_Biomass_Feb_CPS,56,0.4028776978417266,11,Central Puget Sound,1979,Fresh,1981,per_biomass,334,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Coho salmon,Oncorhynchus kisutch,47.72577777777778,-122.54558333333333
CO,adult,HE,Herring,Herring,Table_6_%_Biomass_Feb_SPS,0,0,12,South Puget Sound,1979,Fresh,1981,per_biomass,368,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Coho salmon,Oncorhynchus kisutch,47.13630555555555,-122.69266666666667
CO,adult,HE,Herring,Herring,Table_6_%_Biomass_May_CPS,14,0.12389380530973451,13,Central Puget Sound,1979,Fresh,1981,per_biomass,317,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Coho salmon,Oncorhynchus kisutch,47.72577777777778,-122.54558333333333
CO,adult,HE,Herring,Herring,Table_6_%_Biomass_May_SPS,27,0.216,14,South Puget Sound,1979,Fresh,1981,per_biomass,407,mm,stomachs,Salmon_Fresh_et_al_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Fresh_et_al_1981.xlsx,Coho salmon,Oncorhynchus kisutch,47.13630555555555,-122.69266666666667
CI,adult,HE,Herring,Herring,Table_9_contribution_Gulf_islands,30.5,0.304664868644491,1,Gulf Islands,1975,Healey,1978,per_biomass,137,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Chinook salmon,Oncorhynchus tshawytscha,48.939388888888885,-123.68477777777778
CI,adult,HE,Herring,Herring,Table_9_contribution_Plume,14.18,0.14174330267892843,2,Fraser Plume,1975,Healey,1978,per_biomass,135,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.31580555555555,-123.46722222222222
CO,adult,HE,Herring,Herring,Table_10_contribution_Gulf_islands,13.6,0.13695871097683787,3,Gulf Islands,1975,Healey,1978,per_biomass,207,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Coho salmon,Oncorhynchus kisutch,48.939388888888885,-123.68477777777778
CO,adult,HE,Herring,Herring,Table_10_contribution_Plume,26,0.25974025974025977,4,Fraser Plume,1975,Healey,1978,per_biomass,135,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Coho salmon,Oncorhynchus kisutch,49.31580555555555,-123.46722222222222
CU,adult,HE,Herring,Herring,Table_11_contribution_Gulf_islands,2.63,0.026305261052210437,5,Gulf Islands,1975,Healey,1978,per_biomass,104,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Chum salmon,Oncorhynchus keta,48.939388888888885,-123.68477777777778
CU,adult,HE,Herring,Herring,Table_11_contribution_Plume,4.07,0.04231209065391413,6,Fraser Plume,1975,Healey,1978,per_biomass,135,mm,stomachs,Salmon_Healey_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Healey_et_al_1978.xlsx,Chum salmon,Oncorhynchus keta,49.31580555555555,-123.46722222222222
CO,adult,HE,Herring,Herring,Table_III_%_composition_East coast_May_B,44.4,0.21042654028436017,1,E Vancouver Island,1957,Prakash,1962,freq_occurrence,470,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
CO,adult,HE,Herring,Herring,Table_III_%_composition_East coast_June_B,14.6,0.059909725071809604,2,E Vancouver Island,1957,Prakash,1962,freq_occurrence,530,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
CO,adult,HE,Herring,Herring,Table_III_%_composition_East coast_July_B,35,0.054843304843304845,3,E Vancouver Island,1957,Prakash,1962,freq_occurrence,520,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
CO,adult,HE,Herring,Herring,Table_III_%_composition_East coast_August_B,7.7,0,4,E Vancouver Island,1957,Prakash,1962,freq_occurrence,520,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
CO,adult,HE,Herring,Herring,Table_III_%_composition_East coast_September_B,0,0,5,E Vancouver Island,1957,Prakash,1962,freq_occurrence,490,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
NA,adult,HE,Herring,Herring,Table_IV_%_composition_East coast_May_B,8.6,0.07918968692449356,6,E Vancouver Island,1957,Prakash,1962,freq_occurrence,630,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
NA,adult,HE,Herring,Herring,Table_IV_%_composition_East coast_June_B,35.8,0.27538461538461534,7,E Vancouver Island,1957,Prakash,1962,freq_occurrence,640,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
NA,adult,HE,Herring,Herring,Table_IV_%_composition_East coast_July_B,38.5,0.3853853853853854,8,E Vancouver Island,1957,Prakash,1962,freq_occurrence,540,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
NA,adult,HE,Herring,Herring,Table_IV_%_composition_East coast_August_B,41.8,0,9,E Vancouver Island,1957,Prakash,1962,freq_occurrence,590,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
NA,adult,HE,Herring,Herring,Table_IV_%_composition_East coast_September_B,50,0.16550764951321278,10,E Vancouver Island,1957,Prakash,1962,freq_occurrence,260,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
CO,adult,HE,Sandlance,Herring,Gif_4_relative_importance_food_components,72,0.72,11,Southern British Columbia,1957,Prakash,1962,freq_occurrence,NA,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Coho salmon,Oncorhynchus kisutch,49.18422222222222,-123.89569444444444
NA,adult,HE,Sandlance,Herring,Gif_4_relative_importance_food_components,71.28810226155359,0.7128810226155359,12,Southern British Columbia,1957,Prakash,1962,freq_occurrence,NA,mm,stomachs,Salmon_Prakash_1962.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Prakash_1962.xlsx,Chinook salmon,Oncorhynchus tshawytscha,49.18422222222222,-123.89569444444444
CI,juvenile,HE,Teleostei,Clupeidae,Fig_11_Hood_canal_1977,15.38,0.09090371771381289,3,Hood Canal,1977,Simenstad,1978,freq_occurrence,267,mm,stomachs,Salmon_Simenstad_&_Kinney_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Simenstad_&_Kinney_1978.xlsx,Chinook salmon,Oncorhynchus tshawytscha,47.72525,-122.76308333333333
SMD,adult,HE,Teleostei,Clupeidae,Fig15_Hood_canal_1977,8.33,0.032248074019588846,18,Hood Canal,1977,Simenstad,1978,freq_occurrence,NA,"NA",stomachs,Salmon_Simenstad_&_Kinney_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Salmon_Simenstad_&_Kinney_1978.xlsx,Pacific staghorn sculpin,Leptocottus armatus,47.72525,-122.76308333333333
SB,juvenile,HE,Herring,Herring,Table_1_Protection_Island_1982,0.28,0.0028000000000000004,1,Protection Island,1982,Cyra,1982,rel_frequency,NA,"NA",caught_prey,SB_Cyra_1982.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Cyra_1982.xlsx,Pigeon guillemot,Cepphus columba,48.12108333333333,-122.93647222222222
SB,juvenile,HE,Herring,Herring,Table_1_Hedrick_1981,0,0,2,Protection Island,1982,Cyra,1982,rel_frequency,NA,"NA",caught_prey,SB_Cyra_1982.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Cyra_1982.xlsx,Pigeon guillemot,Cepphus columba,48.12108333333333,-122.93647222222222
SB,juvenile,HE,Herring,Herring,Table_1_Drent_1965,0,0,3,Protection Island,1982,Cyra,1982,rel_frequency,NA,"NA",caught_prey,SB_Cyra_1982.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Cyra_1982.xlsx,Pigeon guillemot,Cepphus columba,48.12108333333333,-122.93647222222222
SB,adult,HE,Pacific herring,Clupea pallasii,Table5,58,0.40559440559440557,1,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Common murre,Uria aalge,48.27913888888889,-122.82147222222221
SB,adult,HE,Herring spp,Clupeid species,Table5,15,0.1048951048951049,1,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Common murre,Uria aalge,48.27913888888889,-122.82147222222221
SB,adult,HE,Pacifico herring,Clupea pallasii,Table5,50,0.22026431718061673,3,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Rhinoceros auklet,Cerohinca monocerata,48.27913888888889,-122.82147222222221
SB,adult,HE,Herring spp,Clupeid species,Table5,22,0.09691629955947137,3,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Rhinoceros auklet,Cerohinca monocerata,48.27913888888889,-122.82147222222221
SB,adult,HE,Pacific herring,Clupea pallasii,Table5,60,0.42857142857142855,4,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Marbled murrelet,Brachyramphus marmoratus,48.27913888888889,-122.82147222222221
SB,adult,HE,Herring spp,Clupeid species,Table5,20,0.14285714285714285,4,Salish Sea,2009,Lance,2012,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Pearson_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Pearson_2012.xlsx,Marbled murrelet,Brachyramphus marmoratus,48.27913888888889,-122.82147222222221
SB,juvenileAndadult,HE,Pacific herring,Clupea pallasii,Table_1_gillnet_Sockeye_CM,72.5,0.725,1,Puget Sound,1993,Lance,2005,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Thompson_2005.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Thompson_2005.xlsx,Common murre,Uria aalge,47.72486111111111,-122.47133333333333
SB,juvenileAndadult,HE,Pacific herring,Clupea pallasii,Table_1_gillnet_Chum_CM,86,0.86,2,Puget Sound,1993,Lance,2005,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Thompson_2005.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Thompson_2005.xlsx,Common murre,Uria aalge,47.72486111111111,-122.47133333333333
SB,juvenileAndadult,HE,Pacific herring,Clupea pallasii,Table_1_gillnet_Sockeye_RA,42,0.42,3,Puget Sound,1993,Lance,2005,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Thompson_2005.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Thompson_2005.xlsx,Rhinoceros auklet,Cerohinca monocerata,47.72486111111111,-122.47133333333333
SB,juvenileAndadult,HE,Pacific herring,Clupea pallasii,Table_1_gillnet_Chum_RA,94.4,0.9440000000000001,4,Puget Sound,1993,Lance,2005,freq_occurrence,NA,"NA",stomachs,SB_Lance_&_Thompson_2005.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Lance_&_Thompson_2005.xlsx,Rhinoceros auklet,Cerohinca monocerata,47.72486111111111,-122.47133333333333
SB,adult,HE,Pacific herring,Clupea pallasii,Table_2_Robertson,100,1,1,Gulf Islands,1971,Robertson,1972,freq_occurrence,2450,g,stomachs,SB_Robertson_1972.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1972.xlsx,Arctic loon,Gavia arctica,48.891666666666666,-123.46222222222222
SB,adult,HE,Pacific herring,Clupea pallasii,Table_2_Robertson,55,0.55,2,Gulf Islands,1971,Robertson,1972,freq_occurrence,1425,g,stomachs,SB_Robertson_1972.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1972.xlsx,Western grebe,Aechmophorus occidentalis,48.891666666666666,-123.46222222222222
SB,adult,HE,Pacific herring,Clupea pallasii,Table_2_Robertson,69,0.69,3,Gulf Islands,1971,Robertson,1972,freq_occurrence,2375,g,stomachs,SB_Robertson_1972.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1972.xlsx,Brandt's cormorant,Phalacrocorax penicillatus,48.891666666666666,-123.46222222222222
SB,adult,HE,Pacific herring,Clupea pallasii,Table_2_Robertson,31,0.31,4,Gulf Islands,1971,Robertson,1972,freq_occurrence,1075,g,stomachs,SB_Robertson_1972.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1972.xlsx,Glaucous-winged gull,Larus glaucescens,48.891666666666666,-123.46222222222222
SB,adult,HE,Pacific herring,Clupea pallasii,Table_2_Robertson,82,0.82,5,Gulf Islands,1971,Robertson,1972,freq_occurrence,1045,g,stomachs,SB_Robertson_1972.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1972.xlsx,Common murre,Uria aalge,48.891666666666666,-123.46222222222222
SP,juvenile,HE,Pacific herring,Clupea pallasii,Table_1,1.3,0.012974051896207582,1,Southern British Columbia,1969,Robertson,1974,rel_frequency,NA,"NA",regurgitation,SB_Robertson_1974.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1974.xlsx,Double-crested cormorant,Phalacrocorax auritus,49.20161111111111,-123.49069444444444
SP,juvenile,HE,Pacific herring,Clupea pallasii,Table_1,0,0,2,Southern British Columbia,1969,Robertson,1974,rel_frequency,NA,"NA",regurgitation,SB_Robertson_1974.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Robertson_1974.xlsx,NA,NA,49.20161111111111,-123.49069444444444
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_1996,26.2773723,0.262773723,1,Tatoosh Islan,1996,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_1996,0,0,1,Tatoosh Islan,1996,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_1997,35.2798054,0.352798054,2,Tatoosh Islan,1997,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_1997,0,0,2,Tatoosh Islan,1997,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_1998,35.0364964,0.35036496399999995,3,Tatoosh Islan,1998,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_1998,0,0,3,Tatoosh Islan,1998,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_1999,49.3917275,0.49391727500000004,4,Tatoosh Islan,1999,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_1999,0,0,4,Tatoosh Islan,1999,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2000,37.9562044,0.379562044,5,Tatoosh Islan,2000,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2000,0,0,5,Tatoosh Islan,2000,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
